name,cmc,release_year,price,color,image
Melek- Izzet Paragon,6,2015,0.31,#d78f42,https://cards.scryfall.io/normal/front/1/a/1a9a3b8d-a100-4a53-bf3c-10509d587c45.jpg?1562701879
Meren of Clan Nel Toth,4,2015,8.1,#d78f42,https://cards.scryfall.io/normal/front/f/4/f43bf91d-bc08-417f-a549-64919c24052a.jpg?1562711477
Mesa Enchantress,3,2015,2.29,#ffffff,https://cards.scryfall.io/normal/front/0/d/0d1a5ae6-b620-44dd-b62f-068b1b42b9d1.jpg?1562701222
Mizzium Mortars,2,2015,0.42,#ff1a1a,https://cards.scryfall.io/normal/front/8/5/85e72d7b-8d0f-4953-b8b1-7ddfaaa9fc06.jpg?1562706620
Mizzix of the Izmagnus,4,2015,1.62,#d78f42,https://cards.scryfall.io/normal/front/d/0/d0ea2c3a-c36d-44e8-bc46-5361f5f9d0e7.jpg?1562709949
Mizzix's Mastery,4,2015,5.18,#ff1a1a,https://cards.scryfall.io/normal/front/6/b/6b5e28e8-1e6d-4e7f-bc85-427bb39ae14b.jpg?1562705436
Mosswort Bridge,0,2015,0.35,#087500,https://cards.scryfall.io/normal/front/7/c/7c897c1d-917d-4834-9348-91dfdc22595c.jpg?1562706276
Mycoloth,5,2015,3.53,#087500,https://cards.scryfall.io/normal/front/0/1/014c07d2-b698-4459-b8b8-47f3aa1acce3.jpg?1562700600
Mystic Confluence,5,2015,1.86,#341aff,https://cards.scryfall.io/normal/front/8/1/81bbffc2-6f58-4baa-8f95-168eab106b15.jpg?1562706477
Mystic Snake,4,2015,0.98,#d78f42,https://cards.scryfall.io/normal/front/e/7/e75bdab4-9507-47e7-bf70-f78c87d2e0ba.jpg?1562710908
Necromancer's Covenant,6,2015,0.47,#d78f42,https://cards.scryfall.io/normal/front/3/5/3559d8f2-eed2-425f-b9de-a18ad6fddcb5.jpg?1562703005
Nighthowler,3,2015,0.25,#000000,https://cards.scryfall.io/normal/front/4/f/4faa98d6-06b0-481b-9be9-8bb73e748e0c.jpg?1562704182
Ohran Viper,3,2015,0.62,#087500,https://cards.scryfall.io/normal/front/2/d/2dd1d028-0c7c-450b-a1ae-812b1212fef6.jpg?1562702643
Open the Vaults,6,2015,1.85,#ffffff,https://cards.scryfall.io/normal/front/6/b/6be76bb2-f934-4c64-9336-9ca2b22658ce.jpg?1562705469
Oran-Rief- the Vastwood,0,2015,0.68,#087500,https://cards.scryfall.io/normal/front/2/6/26c4e53f-a748-4a87-8d2e-29a47c999caa.jpg?1562702329
Orochi Hatchery,0,2015,0.63,#8c8d8b,https://cards.scryfall.io/normal/front/5/d/5d3804ed-192d-47a1-ae7e-60b6827e2a72.jpg?1562704805
Overwhelming Stampede,5,2015,2.61,#087500,https://cards.scryfall.io/normal/front/6/3/6301d3d2-474a-4f31-a56c-0fbee807c5de.jpg?1562705048
Pathbreaker Ibex,6,2015,11.92,#087500,https://cards.scryfall.io/normal/front/e/8/e8072a06-0652-4a38-89b0-fbe1b29d6a8f.jpg?1562710935
Phyrexian Arena,3,2015,9.13,#000000,https://cards.scryfall.io/normal/front/5/8/58111fb7-5f43-4f1d-a5df-8c470e9c99f5.jpg?1562704548
Phyrexian Plaguelord,5,2015,0.19,#000000,https://cards.scryfall.io/normal/front/9/c/9ce62e0c-2e09-4965-8aad-879170ea3cfb.jpg?1562707604
Prime Speaker Zegana,6,2015,3.77,#d78f42,https://cards.scryfall.io/normal/front/7/b/7b844055-7581-4fbf-a0c9-6c4e9328a83e.jpg?1562706210
Prophetic Bolt,5,2015,0.13,#d78f42,https://cards.scryfall.io/normal/front/a/b/ab8e64d9-7eda-4e9c-8afc-bd43b8f0bbab.jpg?1562708274
Psychosis Crawler,5,2015,0.69,#8c8d8b,https://cards.scryfall.io/normal/front/d/6/d6451759-b6d2-4eb9-9b14-dd245293b08a.jpg?1562710202
Reins of Power,4,2015,0.65,#341aff,https://cards.scryfall.io/normal/front/5/4/548d78bc-3968-4877-92f7-0c418238279c.jpg?1562704396
Righteous Confluence,5,2015,0.52,#ffffff,https://cards.scryfall.io/normal/front/c/a/ca3b9184-938f-4732-977c-8fb094730384.jpg?1562709612
Rite of Replication,4,2015,3.68,#341aff,https://cards.scryfall.io/normal/front/6/7/67432030-2ff6-4926-8320-3d813ed5888a.jpg?1562705227
Scourge of Nel Toth,7,2015,1.03,#000000,https://cards.scryfall.io/normal/front/f/c/fc0647d4-ec7a-4c92-bf54-3a17e2bb0c23.jpg?1562711838
Scytheclaw,5,2015,0.3,#8c8d8b,https://cards.scryfall.io/normal/front/4/a/4a6e8004-7644-4694-8719-f9a36f9804f0.jpg?1562703942
Seal of the Guildpact,5,2015,1.56,#8c8d8b,https://cards.scryfall.io/normal/front/b/6/b6188abb-2402-4ac8-96e9-d4ee8d52ef1b.jpg?1562708703
Seer's Sundial,4,2015,0.16,#8c8d8b,https://cards.scryfall.io/normal/front/7/a/7ab9c2ec-34df-4866-aa2f-1ba4a9645187.jpg?1562706191
Sever the Bloodline,4,2015,0.11,#000000,https://cards.scryfall.io/normal/front/4/d/4dedd68c-9d5f-4265-9891-23ef9745ce09.jpg?1562704069
Shielded by Faith,3,2015,3.39,#ffffff,https://cards.scryfall.io/normal/front/4/e/4ecbb947-2085-40ca-82a0-c2e1cbc94221.jpg?1562704111
Sigil of the Empty Throne,5,2015,1.57,#ffffff,https://cards.scryfall.io/normal/front/5/0/500005f0-77b5-4922-9563-8383f929aad7.jpg?1562704203
