name,cmc,release_year,price,color,image
Naban- Dean of Iteration,2,2018,0.29,#341aff,https://cards.scryfall.io/normal/front/8/8/88f41175-880f-491e-96c3-bf52f3c0db5d.jpg?1562739113
Naru Meha- Master Wizard,4,2018,1.68,#341aff,https://cards.scryfall.io/normal/front/5/7/57168712-73dc-411c-9d13-f0c43202cb9a.jpg?1562735983
Niambi- Faithful Healer,3,2018,0.21,#d78f42,https://cards.scryfall.io/normal/front/c/6/c638677c-2b92-4d0c-b61c-598b5a843844.jpg?1562742611
Oath of Teferi,5,2018,1.97,#d78f42,https://cards.scryfall.io/normal/front/5/a/5a7fadca-0a94-4624-ab95-2c2410829824.jpg?1562736186
Phyrexian Scriptures,4,2018,4.14,#000000,https://cards.scryfall.io/normal/front/7/f/7f3423d7-cb81-47bf-b9a6-a279ba6cedf4.jpg?1562738458
Precognition Field,4,2018,0.25,#341aff,https://cards.scryfall.io/normal/front/c/f/cf2a92ee-2b20-4299-84b2-b4963f4a42a1.jpg?1562743197
Primevals' Glorious Rebirth,7,2018,1.49,#d78f42,https://cards.scryfall.io/normal/front/8/0/80dd2950-502c-4859-85fe-9fbef09aef43.jpg?1562738592
Rite of Belzenlok,4,2018,0.13,#000000,https://cards.scryfall.io/normal/front/1/e/1ed7cca3-79be-44ca-bf10-2ae1c0835ed1.jpg?1577142986
Shalai- Voice of Plenty,4,2018,5.1,#d78f42,https://cards.scryfall.io/normal/front/d/b/db827ee7-6f2e-4e10-aac0-120fc2b69fbd.jpg?1562743987
Siege-Gang Commander,5,2018,1.01,#ff1a1a,https://cards.scryfall.io/normal/front/f/5/f59ff087-97e7-4946-871f-1833abb2558a.jpg?1562745696
Squee- the Immortal,3,2018,0.55,#ff1a1a,https://cards.scryfall.io/normal/front/a/3/a3974c62-a524-454e-9ce7-2c23b704e5cb.jpg?1562740600
