name,cmc,release_year,price,color,image
Path of Peril,3,2021,0.26,#d78f42,https://cards.scryfall.io/normal/front/f/0/f0c5449a-d63b-4b22-9432-8f0365c3c4d9.jpg?1643590080
Runo Stromkirk // Krothuss- Lord of the Deep,3,2021,0.15,#d78f42,https://cards.scryfall.io/normal/front/f/4/f410ae1c-02de-423e-a478-e1dea243ef1e.jpg?1619395458
Savior of Ollenbock,3,2021,0.39,#ffffff,https://cards.scryfall.io/normal/front/b/a/ba77e83b-1846-4c42-bea0-2e304429fbe0.jpg?1643586996
Shattered Sanctum,0,2021,8.33,#d78f42,https://cards.scryfall.io/normal/front/a/d/ad44c9aa-eb8f-4200-8dfe-2af728d80083.jpg?1655879804
Sigarda's Summons,6,2021,0.2,#ffffff,https://cards.scryfall.io/normal/front/a/2/a27f647a-d48e-4f53-ae5b-64c76f4fc745.jpg?1643587047
Sorin the Mirthless,4,2021,11.04,#000000,https://cards.scryfall.io/normal/front/c/c/cc7ff5f4-a7cc-41a1-a22b-8cf67ad18707.jpg?1643590354
Splendid Reclamation,4,2021,1.38,#087500,https://cards.scryfall.io/normal/front/f/a/fad4ca85-4d2d-4d1e-86ca-aa25edfcda61.jpg?1643593421
Stensia Uprising,4,2021,0.08,#ff1a1a,https://cards.scryfall.io/normal/front/d/f/df71a8c1-25af-4e6a-9197-11b96b959b46.jpg?1643591977
Stormcarved Coast,0,2021,12.47,#d78f42,https://cards.scryfall.io/normal/front/2/9/299f1dee-b3d7-472b-aa0b-2f9b46a96da5.jpg?1655879810
Sundown Pass,0,2021,5.87,#d78f42,https://cards.scryfall.io/normal/front/8/f/8f3fddd7-ede4-41c7-a645-a6af298a3d35.jpg?1655879812
Thalia- Guardian of Thraben,2,2021,0.71,#ffffff,https://cards.scryfall.io/normal/front/c/9/c9f8b8fb-1cd8-450e-a1fe-892e7a323479.jpg?1643587106
Torens- Fist of the Angels,3,2021,1.28,#d78f42,https://cards.scryfall.io/normal/front/b/d/bd111dc9-b8de-4e92-a63d-75a961b2db3b.jpg?1643594440
Toxrill- the Corrosive,7,2021,18.96,#d78f42,https://cards.scryfall.io/normal/front/8/4/84e64f38-b1f3-47cd-8cfb-a4861369aca3.jpg?1643590379
Ulvenwald Oddity // Ulvenwald Behemoth,4,2021,0.2,#087500,https://cards.scryfall.io/normal/front/3/2/32af9f41-89e2-4e7a-9fec-fffe79cae077.jpg?1641306082
Voice of the Blessed,2,2021,2.54,#ffffff,https://cards.scryfall.io/normal/front/a/1/a16c0871-3f40-4d5a-9d21-e7f944b64a65.jpg?1643587335
Volatile Arsonist // Dire-Strain Anarchist,5,2021,1.25,#ff1a1a,https://cards.scryfall.io/normal/front/5/3/53fb7b99-9e47-46a6-9c8a-88e28b5197f1.jpg?1641306121
Voldaren Bloodcaster // Bloodbat Summoner,2,2021,0.22,#000000,https://cards.scryfall.io/normal/front/0/2/02cb5cfd-018e-4c5e-bef1-166262aa5f1d.jpg?1641306156
Voldaren Estate,0,2021,0.24,#8c8d8b,https://cards.scryfall.io/normal/front/2/5/2577e5fd-903a-44ce-989a-d53d56511ad3.jpg?1643595032
Wedding Announcement // Wedding Festivity,3,2021,11.83,#ffffff,https://cards.scryfall.io/normal/front/a/9/a9891b7b-fc52-470c-9f74-292ae665f378.jpg?1641306232
Welcoming Vampire,3,2021,3.54,#ffffff,https://cards.scryfall.io/normal/front/d/8/d8f69cea-823c-482b-a605-8138b3d950e6.jpg?1643587406
Winged Portent,3,2021,0.09,#d78f42,https://cards.scryfall.io/normal/front/3/4/3494a4fc-37e5-4095-a3bb-5cd9280f4c77.jpg?1643588915
