name,cmc,release_year,price,color,image,type_line,artist
Ice Out,3,2023,0.61,#341aff,https://cards.scryfall.io/normal/front/4/a/4af9f237-f338-4335-843b-d352c01b73e5.jpg?1783915138,Instant,Takuma Ebisu
Lifecrafter's Bestiary,3,2023,0.52,#087500,https://cards.scryfall.io/normal/front/8/e/8e10b721-7fb8-4d4b-b1ad-f9eef6e02250.jpg?1783918520,Artifact,Izzy
Pyroblast,1,2023,16.1,#ff1a1a,https://cards.scryfall.io/normal/front/1/a/1ab85094-710e-4529-a69c-a678af5389a9.jpg?1783915138,Instant,Takuma Ebisu
Syr Konrad- the Grim,5,2023,2.4,#000000,https://cards.scryfall.io/normal/front/e/9/e9d7e6fe-ed8b-442c-86f0-c84e9d333f62.jpg?1783914805,Legendary Creature — Human Knight,Anna Steinbauer
Unclaimed Territory,0,2023,1.14,#8c8d8b,https://cards.scryfall.io/normal/front/b/0/b047c75d-0a0e-4fa0-87b6-a961e0fa51ab.jpg?1783918520,Land,Dimitar Marinski
